International plan,Voice mail plan,Number vmail messages,Total day minutes,Total day calls,Total eve minutes,Total night minutes,Total night calls,Total intl minutes,Total intl calls,Customer service calls,Total_Minutes,Total_Calls,Avg_Daily_Usage,Call_Frequency,Intl_Usage_Rate,High_Service_Calls,log_Total_Minutes,log_Avg_Daily_Usage,log_Call_Frequency,Churn
1,0,0,259.9,68,245.0,134.4,121,8.4,3,3,647.6999999999999,314,97.15499999999999,47.1,0.01294897487282257,0,6.474970360219009,4.586547861859996,3.8732821771117156,0
0,0,0,214.3,145,268.5,241.2,92,10.8,13,1,734.8,385,214.01941747572815,112.13592233009709,0.014677901603696659,0,6.6009583426706735,5.37072833789021,4.728589948343628,0
0,0,0,158.7,74,64.3,198.5,103,10.2,4,1,431.7,320,95.2279411764706,70.58823529411765,0.023572914259302056,0,6.070044647230839,4.566719764319429,4.2709307489313115,0
0,0,0,160.6,111,163.2,187.1,112,9.0,3,1,519.9,352,80.39690721649484,54.43298969072165,0.017277788443079287,0,6.255558084751145,4.399337277403315,4.015174898306295,0
0,0,0,232.4,109,187.4,231.2,107,9.1,3,1,660.1,314,244.48148148148147,116.29629629629629,0.013764937225835727,0,6.493905114339532,5.503221512542124,4.764703180534311,0
0,0,0,133.8,85,180.5,112.2,115,8.9,4,0,435.4,298,95.34306569343066,65.25547445255475,0.020394133822181488,0,6.0785592539589155,4.56791542230083,4.1935180946985025,0
0,0,0,176.9,109,90.7,238.0,69,9.5,2,1,515.1,284,96.58125000000001,53.25,0.0184072854098043,0,6.246300545154681,4.580685364307693,3.993602992420569,0
0,0,0,209.9,74,195.1,208.2,119,8.8,4,2,622.0,274,169.63636363636365,74.72727272727273,0.014125200642054575,0,6.434546518787453,5.139534763788139,4.327138369368472,0
0,0,0,137.5,118,203.2,150.0,131,13.4,2,0,504.09999999999997,339,121.95967741935485,82.01612903225808,0.026529400118788363,0,6.224756429474007,4.81185647576687,4.419034914607663,0
0,1,23,289.5,52,166.6,119.1,88,9.5,4,1,584.7,255,118.52027027027027,51.689189189189186,0.01621990780262933,0,6.372807713095737,4.783485982679393,3.9644102957784275,0
0,1,23,198.1,86,177.0,180.5,92,6.8,6,1,562.4,270,114.77551020408161,55.10204081632653,0.012069577564785232,0,6.333989855442272,4.751653059215941,4.027172190054619,0
0,0,0,149.7,119,182.2,261.5,126,9.7,8,0,603.1,368,167.52777777777777,102.22222222222221,0.016056944214534016,0,6.403739747144695,5.127100589486187,4.636884161477619,0
1,1,26,292.9,101,199.7,255.3,127,13.8,7,4,761.6999999999999,332,141.93167701863354,61.86335403726709,0.018093614789563395,1,6.6368647691701925,4.962366732998721,4.1409633872044385,1
0,0,0,83.0,64,177.0,245.7,89,13.0,3,0,518.7,262,167.3225806451613,84.51612903225806,0.025014431402732344,0,6.253251722014396,5.125882261211528,4.448705001803879,0
0,1,24,145.7,146,220.5,249.9,96,13.1,5,3,629.2,383,227.42168674698797,138.43373493975903,0.020787051729609644,0,6.446037229323174,5.431193424005441,4.9375894700514795,0
0,0,0,182.3,101,328.2,245.0,131,11.2,1,2,766.7,326,250.01086956521738,106.30434782608695,0.01458903217402631,0,6.6433990318338525,5.525496243234854,4.675669169096128,0
0,0,0,218.0,86,184.0,240.5,110,6.4,8,3,648.9,298,153.28346456692913,70.39370078740157,0.009847668872134176,0,6.4768185049003035,5.038791589445997,4.268209641187465,0
0,0,0,140.6,109,178.6,217.0,83,6.8,3,2,543.0,246,120.66666666666667,54.666666666666664,0.012499999999999999,0,6.298949246855942,4.8012850649143815,4.019381523748645,0
0,0,0,152.7,105,257.5,198.1,93,9.4,4,1,617.6999999999999,282,99.09625668449196,45.24064171122995,0.015193146920963312,0,6.427620502536943,4.606132289862615,3.8338591021058437,0
0,1,36,106.7,76,209.8,190.4,117,12.1,2,1,519.0,272,162.1875,85.0,0.023269230769230768,0,6.253828811575473,5.094899846459348,4.454347296253507,0
0,0,0,194.4,94,186.7,223.3,90,10.8,5,3,615.2,284,271.4117647058824,125.29411764705883,0.017526777020447908,0,6.423571586162567,5.607314762424536,4.838613453822565,0
0,0,0,213.9,95,151.9,260.1,124,12.2,5,3,638.1000000000001,294,140.7573529411765,64.8529411764706,0.019089344390549205,0,6.4600609366562365,4.954116813863417,4.187424091982593,0
0,0,0,217.2,112,246.7,226.1,89,15.8,7,3,705.8,297,164.13953488372093,69.06976744186046,0.022354272778721,0,6.560747740445541,5.106790782488531,4.249491423436739,0
1,0,0,203.5,100,247.6,194.3,94,11.9,11,0,657.3000000000001,308,113.32758620689657,53.10344827586207,0.01807686465137475,0,6.489660754473831,4.739067890822448,3.9908979227465586,0
0,1,24,155.2,131,244.5,122.4,68,10.7,3,1,532.8000000000001,308,142.71428571428572,82.5,0.020044960659423,0,6.280021236970424,4.967827201604371,4.42484663185681,0
0,1,31,167.6,139,113.0,246.9,121,12.2,6,1,539.7,384,139.57758620689657,99.3103448275862,0.02256334381357499,0,6.292864596387959,4.945759551354913,4.608268828508727,0
1,0,0,226.7,98,228.1,73.2,93,17.6,4,2,545.6,310,163.68,93.0,0.03219904866447128,0,6.303717273493968,5.104004196901704,4.543294782270004,1
0,0,0,179.3,93,178.6,225.2,131,11.5,6,3,594.5999999999999,328,145.02439024390242,80.0,0.01930826057756884,0,6.389569300809854,4.983773664221044,4.394449154672439,0
0,0,0,151.4,89,186.4,172.5,120,10.9,3,0,521.2,288,127.12195121951221,70.2439024390244,0.020873228648027573,0,6.258050656265029,4.852982554249654,4.266109235683433,0
0,0,0,180.0,80,224.2,265.4,91,4.7,7,3,674.3,260,134.85999999999999,52.0,0.0069598696875462765,0,6.5151570365807965,4.911624943763155,3.970291913552122,0
0,0,0,250.2,121,267.1,151.0,114,13.0,2,1,681.3,355,123.12650602409639,64.1566265060241,0.019053202403634766,0,6.525469443821378,4.821301255416374,4.176794009926202,1
0,0,0,223.0,121,110.1,188.7,107,7.1,12,0,528.9,338,116.66911764705883,74.55882352941177,0.01339875448197773,0,6.272688309498716,4.767876597909939,4.3249114724937225,0
0,0,0,183.6,116,152.6,212.2,99,12.2,6,3,560.6,319,151.51351351351352,86.21621621621621,0.02172364672364672,0,6.330789852711601,5.027253205324915,4.468390279407737,0
0,1,22,166.0,114,174.5,244.9,68,10.2,6,1,595.6,291,113.80891719745223,55.605095541401276,0.017096882333221586,0,6.391246872080648,4.743269156804842,4.036099008390167,0
0,0,0,149.3,113,242.2,174.3,104,8.9,6,2,574.6999999999999,345,265.2461538461538,159.2307692307692,0.0154594406809102,0,6.355586691681764,5.584421271271046,5.076615083799435,0
0,0,0,65.4,97,168.2,236.0,113,13.8,1,2,483.40000000000003,287,122.89830508474577,72.96610169491525,0.028488852188274152,0,6.182911011678938,4.819461108838105,4.303606903047242,0
0,0,0,206.9,85,244.7,221.5,136,7.7,2,3,680.8000000000001,301,133.49019607843138,59.01960784313726,0.011293634496919917,0,6.524736359703803,4.9014913047749955,4.094671306221087,0
0,1,27,186.2,78,189.6,76.5,139,9.6,3,2,461.9,303,88.82692307692307,58.26923076923077,0.020738820479585224,0,6.137511048037225,4.49788474192068,4.082090297298634,0
0,1,23,280.2,136,220.5,136.9,102,13.3,3,4,650.9,333,145.72388059701493,74.55223880597015,0.02040190213222887,1,6.479891175930494,4.98855245715658,4.324824321714103,0
1,0,0,312.0,109,129.4,217.6,74,10.5,2,0,669.5,285,163.2926829268293,69.51219512195122,0.015659955257270694,0,6.508023702721733,5.101649489217855,4.255785675312039,1
1,1,36,199.0,110,291.3,197.6,92,11.0,6,1,698.9,319,225.4516129032258,102.90322580645162,0.015716530932990427,0,6.550937467695494,5.4225312925347104,4.643459944846053,0
0,0,0,203.1,96,217.0,180.9,122,13.5,2,3,614.5,346,141.8076923076923,79.84615384615384,0.021933387489845652,0,6.4224349456245085,4.961498916155598,4.392548013415414,0
0,0,0,168.8,97,220.3,154.3,113,10.9,2,0,554.3000000000001,299,200.34939759036146,108.07228915662651,0.01962902935350261,0,6.319508508247561,5.305041695439804,4.692010865678842,0
1,0,0,173.1,140,240.3,233.2,117,9.0,5,1,655.5999999999999,367,161.21311475409834,90.24590163934427,0.013706975327444413,0,6.487075005067492,5.0889109938633545,4.513558077912525,0
0,1,40,202.6,103,118.8,234.9,98,9.0,9,2,565.3,338,121.13571428571429,72.42857142857144,0.01589263641179587,0,6.339123973119759,4.805132838639289,4.296313116399852,0
0,0,0,74.5,117,200.8,192.2,101,9.8,7,3,477.3,323,102.27857142857144,69.21428571428572,0.0204892326991428,0,6.170238150686251,4.6374299144188225,4.2515517905319085,0
0,0,0,192.2,86,168.6,139.8,87,9.4,6,1,509.99999999999994,295,148.54368932038835,85.92233009708738,0.018395303326810178,0,6.236369590203704,5.007588586394822,4.465014962404521,0
0,0,0,220.2,89,88.3,195.3,79,12.9,5,0,516.7,298,92.26785714285715,53.214285714285715,0.024917906123237396,0,6.249395923907856,4.535475537701149,3.9929444477803715,0
1,0,0,135.1,95,134.1,223.1,81,12.3,2,2,504.59999999999997,280,90.64670658682634,50.299401197604794,0.024327531645569625,0,6.225745842832648,4.517941038962758,3.937679079547289,1
0,0,0,253.4,77,182.4,275.8,103,8.4,2,1,720.0,333,327.27272727272725,151.36363636363635,0.011650485436893204,0,6.580639137284949,5.793844748479087,5.0262700082436575,0
0,0,0,225.0,81,176.9,194.3,110,7.1,2,3,603.3000000000001,256,157.38260869565218,66.78260869565217,0.011749131226212144,0,6.404070763367513,5.0650136797645136,4.216305653128627,0
0,0,0,198.5,99,267.8,354.9,75,9.4,3,0,830.6,237,180.56521739130437,51.52173913043479,0.011303511303511303,0,6.723351555983858,5.201614913633325,3.961227162565611,1
0,0,0,110.3,107,166.5,202.3,96,9.5,5,0,488.6,301,281.8846153846154,173.65384615384616,0.01940359477124183,0,6.193588731198116,5.645039095014056,5.162805993076469,0
0,1,37,60.0,102,102.2,261.8,106,11.1,3,0,435.1,291,95.27737226277374,63.72262773722628,0.025452877780325612,0,6.077871574848721,4.567233319883235,4.170110873551882,0
0,0,0,214.8,94,149.7,283.4,66,10.2,5,0,658.1,223,243.74074074074073,82.59259259259258,0.015475648611743284,0,6.490875268058674,5.500199449196485,4.425954910813206,0
0,1,29,157.4,99,117.9,279.2,79,13.9,11,4,568.4,269,270.66666666666663,128.0952380952381,0.024411661397962768,1,6.344583174843937,5.604575824572753,4.860550411775242,1
0,0,0,207.9,91,172.0,191.8,143,14.4,7,4,586.1,350,129.28676470588235,77.20588235294117,0.02452733776188043,1,6.37519516307014,4.869737903422017,4.359344866626858,0
0,0,0,207.0,90,232.9,172.4,108,9.1,8,3,621.4,289,166.44642857142856,77.41071428571428,0.01462082262210797,0,6.433582972864182,5.120663470684476,4.361960579826568,0
1,0,0,143.7,117,273.0,178.3,81,10.9,3,0,605.9,283,143.1259842519685,66.85039370078741,0.017960125226561215,0,6.408364032841809,4.9706878077209335,4.217305188781175,0
0,0,0,138.6,122,172.3,231.6,92,9.8,3,1,552.3,334,120.06521739130434,72.60869565217392,0.017711910356045548,0,6.315900349904064,4.796329387100574,4.298763166203986,0
0,0,0,84.7,118,249.9,193.4,95,14.5,8,1,542.5,307,113.02083333333334,63.958333333333336,0.02667893284268629,0,6.298029706561264,4.736381180236028,4.173746038709831,0
0,0,0,155.2,79,235.3,169.4,80,8.7,4,1,568.6,286,191.6629213483146,96.40449438202246,0.01527387640449438,0,6.344934360097766,5.260942140446711,4.5788723531365,0
0,1,25,164.9,110,209.3,231.2,55,6.7,9,1,612.1000000000001,279,340.0555555555556,155.0,0.010928070461588646,0,6.418528054768642,5.832045383531332,5.049856007249537,0
0,0,0,134.5,88,143.1,223.9,61,15.4,1,1,516.9,262,85.67403314917127,43.425414364640886,0.0297354701679861,0,6.249782173429845,4.462154336610356,3.793811701282323,0
0,0,0,143.3,103,211.3,185.2,96,11.5,3,1,551.3,310,112.51020408163264,63.265306122448976,0.020822017019735652,0,6.314091376907141,4.7318927366832835,4.163019922990398,0
0,1,30,206.2,79,260.0,291.6,83,11.4,6,1,769.1999999999999,259,160.25,53.958333333333336,0.014801350298623736,0,6.646650221380808,5.082955955675882,4.006575322369369,0
0,1,28,225.8,94,193.0,232.4,100,8.4,9,4,659.6,320,137.41666666666669,66.66666666666667,0.012715712988192553,1,6.493148512956689,4.930268459825295,4.214593690373678,0
0,0,0,138.3,89,170.5,263.9,98,13.5,6,3,586.2,271,118.0268456375839,54.56375838926174,0.022990463215258855,0,6.375365477300306,4.7793490612622636,4.017531161193347,0
1,0,0,160.0,123,175.4,184.8,99,9.9,3,2,530.1,321,107.45270270270271,65.06756756756756,0.018640557333835437,0,6.274950327428353,4.686314158149103,4.190677969374476,0
0,0,0,206.6,105,224.9,249.9,100,14.6,3,0,696.0,325,159.38931297709922,74.42748091603053,0.020946915351506456,0,6.546785410760524,5.077604065887898,4.3231716769938116,0
0,0,0,134.7,121,180.0,200.9,104,7.7,3,1,523.3000000000001,311,106.79591836734694,63.469387755102034,0.014686248331108143,0,6.262064039578488,4.680239794746451,4.1661905026914585,0
0,1,28,214.4,78,235.2,206.2,107,8.0,13,3,663.8,298,252.07594936708858,113.16455696202532,0.012033694344163659,0,6.499486243541238,5.533689638804811,4.737640889698687,0
0,0,0,192.8,104,234.4,203.2,101,13.0,3,3,643.4000000000001,304,114.2130177514793,53.96449704142012,0.020173805090006203,0,6.46831965130282,4.746782743192548,4.006687468464447,0
0,1,28,151.1,90,194.8,239.2,114,10.0,3,1,595.0999999999999,286,146.33606557377047,70.32786885245902,0.01677570877369569,0,6.39040843822588,4.99271613785599,4.267287118547369,0
1,0,0,218.9,88,208.0,203.3,99,11.1,4,0,641.3000000000001,276,108.08426966292136,46.51685393258427,0.017281644091546006,0,6.465055484263747,4.692120699702369,3.8610844677403486,0
0,1,25,192.7,85,225.9,254.2,59,10.9,6,2,683.6999999999999,255,127.3975155279503,47.51552795031056,0.015919380750693737,0,6.5289807861270175,4.855131041597866,3.8818839106258345,0
1,0,0,204.4,135,219.1,222.7,114,10.5,6,3,656.7,345,111.93750000000001,58.80681818181819,0.015964725558765394,0,6.488748900307305,4.726834568352447,4.091119670875573,0
0,1,37,211.7,115,159.9,144.1,80,12.2,1,1,527.9000000000001,280,203.03846153846158,107.6923076923077,0.023066742295329925,0,6.270799378071934,5.318308513026602,4.6885210252229905,0
0,1,28,221.6,74,288.4,240.3,105,9.0,2,1,759.3,281,196.3706896551724,72.67241379310344,0.011837432592397739,0,6.633713092234391,5.285083633984831,4.299628425097605,0
0,0,0,197.9,108,181.5,281.4,56,6.7,5,3,667.5,278,198.26732673267327,82.57425742574257,0.010022438294689604,0,6.505036396541998,5.294647273652019,4.425735547142461,0
0,0,0,206.4,122,128.0,194.5,84,8.8,5,2,537.6999999999999,313,96.59281437125748,56.227544910179645,0.016335622795619086,0,6.289158829686488,4.58080386746341,4.047035336849425,0
0,0,0,205.9,88,209.3,289.9,84,14.5,4,2,719.6,262,129.2694610778443,47.06586826347306,0.02012212045517624,0,6.580084198313993,4.869605082738025,3.8725723257148217,0
0,0,0,207.6,88,132.4,255.2,98,14.1,5,0,609.3000000000001,254,92.78680203045687,38.68020304568528,0.02310339177453711,0,6.41395063955045,4.541024142812508,3.680852399482342,0
0,0,0,99.5,110,129.1,125.1,124,9.7,3,0,363.4,317,67.29629629629629,58.7037037037037,0.026619099890230515,0,5.898252165385803,4.22385553811221,4.089394057062244,0
0,0,0,177.1,112,194.0,146.7,108,5.9,4,1,523.6999999999999,336,126.70161290322581,81.29032258064517,0.011244520678482944,0,6.262826670692666,4.8496963933677035,4.410253513656666,0
0,1,18,172.7,86,133.4,259.5,70,9.8,3,1,575.4,272,137.0,64.76190476190476,0.017002081887578072,0,6.356801864125367,4.927253685157205,4.186040715685869,0
0,0,0,204.2,115,179.9,216.8,109,9.5,5,1,610.4000000000001,381,93.42857142857144,58.316326530612244,0.015538109257441934,0,6.4157514094567345,4.547843690796373,4.082884589030779,0
0,0,0,85.7,83,247.7,142.4,85,10.1,5,2,485.9,240,140.16346153846152,69.23076923076923,0.020743479153830357,0,6.188058763188655,4.949918520598088,4.251786523133432,0
0,0,0,157.6,117,184.3,240.4,99,11.9,1,0,594.1999999999999,275,270.09090909090907,124.99999999999999,0.019993279569892476,0,6.388897483518882,5.602454222526313,4.836281906951478,0
0,0,0,215.5,129,218.7,207.1,91,6.6,9,4,647.9,346,135.92307692307693,72.58741258741259,0.010171058714748035,1,6.4752786216271225,4.919419285824594,4.2984739864809045,0
0,0,0,171.7,80,110.4,195.4,111,11.9,4,2,489.4,276,151.36082474226802,85.36082474226804,0.024265905383360525,0,6.195221384622002,5.02625155471119,4.458534155650427,0
0,0,0,158.0,106,292.5,241.1,89,9.1,4,1,700.7,313,111.81382978723406,49.9468085106383,0.012968505059142082,0,6.553505962258243,4.725738936045397,3.9307821180726057,0
0,0,0,92.0,117,253.6,214.1,90,10.3,10,1,570.0,294,103.01204819277109,53.13253012048193,0.018038528896672505,0,6.3473892096560105,4.644506740438925,3.991435301273562,0
0,0,0,234.0,109,249.5,173.1,70,9.1,5,2,665.7,298,88.36725663716815,39.557522123893804,0.013649317534123292,0,6.502340169624015,4.492754358236103,3.7027212657967836,0
0,0,0,272.1,111,268.5,213.8,105,8.5,10,1,762.9000000000001,344,160.04895104895107,72.16783216783217,0.011127110878387221,0,6.638436890547315,5.081708362554823,4.29275587312114,1
0,0,0,194.4,101,190.3,183.4,107,11.4,2,0,579.5,292,122.42957746478874,61.690140845070424,0.01963824289405685,0,6.3638898011379466,4.8156707704719155,4.1382041919745385,0
0,0,0,227.2,128,258.4,183.5,74,8.9,4,3,677.9999999999999,298,85.10460251046024,37.40585774058577,0.013107511045655378,0,6.520621127558696,4.455562865411038,3.64820999328758,0
0,0,0,248.7,109,220.0,265.7,78,13.2,2,1,747.6,307,243.78260869565216,100.1086956521739,0.017632914774245258,0,6.618204795470328,5.500370505204586,4.616196132735002,1
0,1,38,236.3,102,195.9,183.5,82,9.7,6,1,625.4000000000001,302,134.01428571428576,64.71428571428572,0.015485312899105999,0,6.439989144676593,4.905380592945697,4.1853163404278275,0
0,0,0,205.6,69,169.5,220.1,64,10.9,3,0,606.1,229,395.28260869565224,149.34782608695653,0.01795420853236699,0,6.408693522136389,5.982127615043827,5.012951450314087,0
0,0,0,94.1,136,280.3,205.0,77,9.8,4,0,589.1999999999999,339,171.61165048543688,98.73786407766991,0.016604540833615726,0,6.380461462508839,5.151044276286936,4.602545384986628,0
0,0,0,125.2,99,205.4,254.4,111,18.9,2,0,603.9,319,114.66455696202532,60.56962025316456,0.031244833856835838,0,6.4050631551128685,4.750694251591012,4.120168571178981,0
0,0,0,60.4,158,306.2,123.9,46,12.4,3,1,502.9,327,218.6521739130435,142.17391304347828,0.024608057154197262,0,6.222377835686553,5.392045267541232,4.964060066447215,0
0,1,28,121.0,105,270.4,160.5,76,7.7,4,2,559.6,285,126.22556390977444,64.28571428571428,0.013735283624687834,0,6.329007638730688,4.845961604846873,4.178773241838892,0
0,1,29,117.8,66,256.8,147.6,76,7.6,3,3,529.8000000000001,259,106.67114093959732,52.147651006711406,0.014318010550113034,0,6.274385302458053,4.679081590405617,3.9730739082649533,0
0,1,21,232.4,96,211.9,273.0,102,5.0,5,3,722.3,321,106.74384236453201,47.4384236453202,0.006912760956726117,0,6.583824073855235,4.679756579921944,3.880293375738369,0
1,1,32,223.5,81,188.8,154.9,101,9.4,2,2,576.6,258,109.48101265822785,48.9873417721519,0.016274238227146815,0,6.358881587578616,4.704843675045885,3.9117698088196278,1
0,0,0,176.3,79,259.2,287.4,78,6.2,3,0,729.1,257,188.56034482758622,66.46551724137932,0.00849198739898644,0,6.59318151106204,5.244707416192406,4.2116166116639935,0
0,1,32,125.2,79,177.8,232.4,89,12.9,3,1,548.3,276,114.22916666666666,57.5,0.023484434735117424,0,6.308644740348575,4.746922899086787,4.069026754237811,0
0,0,0,138.7,107,256.9,234.9,74,10.0,3,0,640.5,297,143.3955223880597,66.49253731343283,0.01558846453624318,0,6.463809184055691,4.9725562175850175,4.212017033446949,0
0,0,0,86.3,134,246.6,251.6,91,11.3,4,1,595.8,321,100.41573033707864,54.10112359550562,0.0189343163538874,0,6.391582048889551,4.619228210654806,4.009170107883907,0
0,0,0,207.0,91,154.9,245.1,112,13.4,5,3,620.4,329,117.05660377358491,62.07547169811321,0.02156420984872868,0,6.431974996958947,4.771164202446242,4.144331972867977,0
0,1,30,58.8,104,219.5,152.3,118,7.1,3,0,437.70000000000005,332,101.00769230769231,76.6153846153846,0.016184180533394116,0,6.083815808172169,4.625048225222017,4.351765662892072,0
0,1,33,239.2,109,235.5,156.3,95,9.5,4,1,640.5,320,111.0693641618497,55.49132947976879,0.014809041309431021,0,6.463809184055691,4.7191180024674875,4.034087165841057,0
0,0,0,198.3,130,217.1,188.4,96,12.5,3,0,616.3,315,174.4245283018868,89.15094339622642,0.020249473513688644,0,6.4253551293998505,5.167208912247103,4.501485414333633,0
0,0,0,205.2,97,240.6,79.7,108,14.4,12,0,539.9,294,86.15425531914893,46.91489361702128,0.026622296173044926,0,6.293234418877382,4.467679598302966,3.8694263875495225,0
0,0,0,192.1,98,312.9,130.2,94,7.9,2,3,643.1,329,132.14383561643834,67.6027397260274,0.012265176214873467,0,6.467853993552845,4.891430014653777,4.228332471631544,0
0,0,0,272.6,83,248.7,197.4,111,9.5,2,1,728.1999999999999,270,260.07142857142856,96.42857142857143,0.013027975863960506,0,6.591948042804508,5.56479404256862,4.579119508788149,1
0,0,0,128.3,121,197.1,138.4,152,12.2,5,7,475.99999999999994,371,123.10344827586205,95.94827586206897,0.02557651991614256,1,6.1675164908883415,4.8211154780925565,4.574177597745782,1
0,0,0,169.6,99,264.1,206.3,78,9.3,4,0,649.3,268,141.15217391304347,58.2608695652174,0.014301091803782872,0,6.477433794875106,4.9568981310721805,4.081949215767383,0
0,0,0,201.3,95,152.8,233.2,101,7.5,4,1,594.8,266,185.87499999999997,83.125,0.012588116817724069,0,6.3899050402791815,5.23043994414495,4.432303787964892,0
0,1,17,214.7,97,138.5,169.1,44,8.6,4,1,530.9,235,87.99447513812154,38.950276243093924,0.016168452716676066,0,6.276455501748272,4.488574290705519,3.687635586909126,0
0,0,0,169.2,70,271.5,170.2,104,10.6,2,0,621.5,253,144.53488372093022,58.83720930232558,0.017028112449799196,0,6.4337436283388625,4.980415808535265,4.091627696588182,0
0,0,0,194.1,121,176.6,302.8,136,7.0,7,2,680.5,374,240.17647058823533,132.0,0.010271460014673514,0,6.524296251136588,5.485528908636184,4.890349128221754,0
0,0,0,225.1,67,199.2,175.5,102,14.6,2,0,614.4,298,170.66666666666666,82.77777777777777,0.023724406889827753,0,6.422272462887942,5.145554611995626,4.428167790671736,0
0,0,0,213.0,63,176.6,262.6,126,9.1,1,1,661.3000000000001,261,166.71428571428572,65.7983193277311,0.013739996980220442,0,6.495718625490934,5.122261851332729,4.2016779204615835,1
0,0,0,183.9,115,255.9,275.0,145,10.8,11,1,725.5999999999999,372,166.16793893129767,85.19083969465647,0.014863748967795213,0,6.588376119787101,5.118998929460439,4.4565639039793705,0
0,1,34,221.8,105,161.7,227.7,62,14.0,7,0,625.2,259,253.45945945945945,105.0,0.02235707441711913,0,6.4396698088923054,5.539141528447028,4.663439094112067,0
0,1,21,64.6,98,176.1,244.8,84,0.0,0,2,485.5,268,113.7890625,62.8125,0.0,0,6.1872369016260595,4.743096204956329,4.155949095924885,0
0,1,37,154.6,92,83.4,165.9,99,13.3,3,1,417.2,297,133.14893617021275,94.7872340425532,0.03180296508847442,0,6.035959786994534,4.898950646688961,4.562129419756619,0
0,0,0,260.2,131,179.2,135.0,119,7.2,8,3,581.6,378,102.03508771929825,66.3157894736842,0.012358393408856848,0,6.367500844525334,4.635069587687969,4.209394822412402,0
0,1,33,161.6,117,123.0,261.3,101,12.2,5,1,558.1000000000001,313,150.83783783783787,84.5945945945946,0.0218207834018959,0,6.3263283480326,5.0228130950199645,4.449622133894415,0
0,0,0,220.6,117,155.2,186.7,89,10.5,11,1,573.0,338,89.53125,52.8125,0.018292682926829267,0,6.352629396319567,4.5056950949696235,3.9855057821879494,0
0,1,41,155.9,122,162.3,127.6,105,13.1,5,3,458.9000000000001,339,121.83185840707968,90.0,0.028484453141987384,0,6.1310090745458785,4.810816415348455,4.51085950651685,0
0,0,0,107.0,63,105.7,243.1,74,12.8,3,4,468.59999999999997,207,108.13846153846151,47.76923076923076,0.027257240204429305,1,6.151881268513887,4.69261736543793,3.887099596975689,1
0,0,0,182.5,104,204.7,229.9,100,11.3,8,4,628.4,307,211.8202247191011,103.48314606741573,0.017953606609469337,1,6.444766984630307,5.360447793924601,4.649025776746058,0
1,1,38,220.1,78,234.3,237.3,85,10.1,4,4,701.8000000000001,238,100.73684210526316,34.16267942583732,0.014371087080250425,1,6.555072356312942,4.622389500041891,3.5599852765640603,0
0,0,0,152.2,112,177.2,96.4,87,5.3,3,1,431.09999999999997,334,118.65137614678898,91.92660550458716,0.012265679240916455,0,6.068657042937887,4.784582315724004,4.531809993457654,0
0,0,0,181.5,95,205.1,204.0,82,14.7,9,2,605.3000000000001,274,123.53061224489797,55.91836734693877,0.024245423057892127,0,6.407374913077685,4.824551567165988,4.041618089516862,0
0,0,0,166.1,105,79.3,213.7,98,12.7,2,1,471.79999999999995,298,232.03278688524588,146.55737704918033,0.02686125211505922,0,6.158672466091889,5.4511791599117885,4.994217097083774,0
0,1,23,134.2,85,227.3,122.4,96,8.5,2,2,492.4,315,97.1842105263158,62.17105263157895,0.01722740170247264,0,6.201320204095256,4.586845413494772,4.145846168244609,0
1,1,39,149.7,122,211.1,114.3,90,9.2,4,1,484.29999999999995,291,216.85074626865668,130.29850746268656,0.018957345971563982,0,6.18476725641117,5.383810178165372,4.877473413861709,0
0,1,29,150.1,109,264.7,178.4,97,5.8,4,1,598.9999999999999,313,149.74999999999997,78.25,0.009666666666666669,0,6.396929655216146,5.015622835607295,4.37260741275739,0
1,0,0,257.1,53,312.2,183.0,82,8.8,6,1,761.0999999999999,268,120.8095238095238,42.53968253968254,0.01154704107072563,0,6.636077780672071,4.802458544415365,3.7736727645460704,1
0,1,36,141.7,121,232.3,222.1,131,12.0,5,1,608.1,370,264.3913043478261,160.8695652173913,0.019701198489574783,0,6.411982457842439,5.581205357035143,5.0867908579435674,0
0,0,0,162.3,88,213.7,192.1,81,10.9,2,0,579.0,289,77.54464285714286,38.70535714285714,0.018793103448275863,0,6.363028103540465,4.36366716195758,3.681486119215602,0
0,0,0,350.8,75,216.5,253.9,100,10.1,9,1,831.3,278,135.53804347826085,45.326086956521735,0.012135047458848972,0,6.724192952752049,4.916603282593935,3.835705235609522,1
0,0,0,193.3,96,264.1,128.6,115,9.1,3,4,595.1,337,125.72535211267606,71.19718309859155,0.015265894984063076,1,6.390408438225881,4.842022162911871,4.279401029882701,0
0,0,0,78.2,127,253.4,255.0,100,18.0,3,1,604.6,338,241.84,135.2,0.029722589167767502,0,6.406219702123239,5.492402790262234,4.9141243937154115,0
0,0,0,83.4,110,232.2,146.7,114,7.6,5,1,469.90000000000003,366,87.01851851851852,67.77777777777777,0.01613930770864302,0,6.154645757249509,4.477547230049735,4.230880695348376,0
0,0,0,195.6,99,267.8,164.9,76,16.0,2,0,644.3,297,122.33544303797467,56.39240506329114,0.024794669146133583,0,6.469715324941794,4.814907822537167,4.049911978600453,0
0,0,0,197.0,110,222.8,225.3,91,10.6,6,2,655.7,309,228.7325581395349,107.79069767441861,0.01614131262372468,0,6.487227293196927,5.436915841659897,4.689425831450562,0
1,0,0,218.0,57,114.4,269.2,95,12.4,1,0,613.9999999999999,241,101.76795580110496,39.94475138121547,0.020162601626016265,0,6.421622267806518,4.632473590431125,3.712223630685533,1
